STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,DSND,DSNW,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,PRCP,SNOW,TAVG,TMAX,TMIN
USW00024215,MOUNT SHASTA,41.3325,-122.33278,1077.5,2011,274,,,11,,,2.65,95,5956,30.81,,49.5,62.2,36.8
USW00024213,EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND,40.8097,-124.1602,6.1,2011,0,0,0,28,0,0.0,1.46,70,4810,35.43,0.0,51.6,58.0,45.2
US1CAYL0002,DAVIS 0.8 NE,38.5618,-121.7241,12.5,2011,,,,,,,1.32,,,17.14,,,,
US1CASH0021,REDDING 0.6 NW,40.5796,-122.3727,144.8,2011,,,,,,,2.27,,,35.55,,,,
US1CAYL0006,DAVIS 1.4 SSE,38.5381,-121.7225,1.2,2011,,,,,,,1.18,,,18.00,,,,
US1CAYL0009,DAVIS 2.7 W,38.5523,-121.7855,17.4,2011,,,,,,,1.32,,,17.58,,,,
USR0000CTE2,TEMESCAL LPF CALIFORNIA,34.4806,-118.7556,347.5,2011,1202,,,32,,,,108,2036,,,62.6,76.8,48.3
USC00042494,DOWNEY FIRE STATION FC107C,33.9297,-118.1455,33.5,2011,,0,0,,0,0.0,,,,,0.0,,,
USC00042012,CORCORAN IRRIGATION DIST.,36.0975,-119.5817,61.0,2011,1667,,,25,,,1.30,106,,7.61,,61.9,75.6,48.2
USW00023130,VAN NUYS AIRPORT,34.20972,-118.48917,234.7,2011,1278,,,32,,,6.51,106,1625,15.79,,63.6,75.7,51.5
USR0000COZE,OZENA CALIFORNIA,34.6819,-119.3539,1118.6,2011,934,,,20,,,,107,3566,,,57.9,76.0,39.7
USR0000CIND,INDIAN WELL CALIFORNIA,41.7417,-121.5383,1453.9,2011,394,,,4,,,,94,6381,,,48.8,61.4,36.2
USR0000CCAR,CARRIZO CALIFORNIA,35.0964,-119.7728,759.0,2011,1604,,,28,,,,104,2905,,,61.5,72.9,50.1
USW00023136,CAMARILLO AIRPORT,34.21667,-119.08333,23.5,2011,466,,,32,,,4.91,94,1981,13.29,,60.9,71.3,50.5
USC00043357,GASQUET RANGER STATION,41.8452,-123.9647,118.0,2011,,,,,,,4.19,,,82.73,,,,
USC00046624,PALMDALE,34.5883,-118.0938,796.1,2011,1873,,,22,,,,106,,,,62.3,76.7,47.8
US1CAOR0021,ANAHEIM 4.9 ENE,33.8632,-117.7918,90.8,2011,,,,,,,1.24,,,8.99,,,,
USR0000CMTZ,MOUNT ZION CALIFORNIA,38.3894,-120.6511,902.2,2011,1351,,,23,,,,96,3794,,,58.7,67.0,50.4
USR0000CEEL,EEL RIVER CALIFORNIA,39.8333,-123.0833,457.2,2011,1016,,,17,,,,107,,,,57.1,73.3,40.8
USR0000CCAL,CALLAHAN CALIFORNIA,41.3075,-122.7958,955.9,2011,,,,,,,,99,,,,,64.8,
USR0000CCAA,CAHUILLA CALIFORNIA,32.9736,-115.1736,84.7,2011,4797,,,33,,,,122,,,,75.9,89.9,62.0
USW00023110,LEMOORE REEVES NAS,36.33333,-119.95,70.7,2011,1509,,,21,,,1.11,107,,7.50,,61.0,76.0,45.9
USR0000CTAL,TALEGA CALIFORNIA,33.4781,-117.4858,366.7,2011,,,,,,,,,1590,,,,,
USR0000CGHP,GRASSHOPPER CALIFORNIA,40.7817,-120.7844,1877.0,2011,64,,,-3,,,,90,7778,,,44.0,56.5,31.4
USC00041194,BURBANK VALLEY PUMP,34.1866,-118.348,199.6,2011,,,,,,,,105,,,,,75.3,
USR0000CTAN,TANBARK CALIFORNIA,34.2069,-117.7606,792.5,2011,1411,,,28,,,,105,2706,,,61.6,72.8,50.5
USC00044223,IMPERIAL,32.8488,-115.5666,-19.5,2011,3666,,,23,,,0.61,115,1128,1.72,,71.1,88.4,53.7
USC00045795,MONTEREY,36.5902,-121.9102,117.3,2011,54,,,33,,,,88,3619,,,55.3,62.8,47.9
USR0000CCOH,COHASSET CALIFORNIA,39.8717,-121.7689,528.2,2011,1607,,,27,,,,103,3145,,,61.2,69.1,53.2
USR0000CCOL,COLLINS BALDY CALIFORNIA,41.775,-122.9503,1674.3,2011,303,,,10,,,,87,7100,,,46.8,55.1,38.5
USC00049490,WEAVERVILLE,40.7367,-122.9404,627.3,2011,525,,,14,,,1.77,100,4695,31.78,,53.2,67.9,38.5
USW00023161,DAGGETT AIRPORT,34.8536,-116.7858,584.3,2011,2956,,,20,,,0.31,113,2145,1.92,,66.7,80.9,52.5
USR0000CPHI,PINE HILLS CALIFORNIA,33.0164,-116.6339,0.0,2011,,,,,,,,,3332,,,,,
USW00024259,MONTAGUE SISKIYOU AIRPORT,41.78139,-122.46806,808.0,2011,470,,,4,,,1.05,98,5656,11.93,,50.1,64.6,35.6
USR0000CCOA,CORONA CALIFORNIA,33.8744,-117.5492,195.1,2011,,,,,,,,,1263,,,,,
USW00024257,REDDING MUNICIPAL AIRPORT,40.5175,-122.2986,151.5,2011,1666,,,24,,,1.91,108,3050,26.64,,61.1,73.9,48.3
USR0000CCP9,CAMP 9 CALIFORNIA,34.3617,-118.4217,1219.2,2011,1345,,,25,,,,100,3566,,,59.5,68.1,50.8
USR0000CPIE,PIERCE CALIFORNIA,40.2461,-120.6422,1737.4,2011,210,,,5,,,,88,6836,,,47.2,58.4,36.0
USC00040673,BEN LOMOND NUMBER 4,37.0855,-122.0797,128.0,2011,285,,,23,,,,102,2957,,,58.1,73.4,42.8
USR0000CCOU,CO LINE CALIFORNIA,39.0189,-122.4119,635.5,2011,1606,,,26,,,,103,3331,,,60.6,72.3,48.9
USR0000CPIH,PINEHURST CALIFORNIA,36.6853,-119.0,1237.5,2011,1073,,,20,,,,96,4224,,,56.7,67.7,45.7
USC00040436,BAKER,35.27611,-116.06278,293.2,2011,3540,0,0,22,0,0.0,1.01,119,1932,3.22,0.0,68.7,84.3,53.0
USR0000CLAB,LOS BANOS CALIFORNIA,37.0547,-121.0531,106.7,2011,1426,,,30,,,,104,2381,,,62.0,72.2,51.8
USR0000CCOO,COOSKIE MOUNTAIN CALIFORNIA,40.2569,-124.2661,899.2,2011,413,,,24,,,,101,5566,,,51.3,58.8,43.8
USR0000CCON,CONVERSE CALIFORNIA,34.1942,-116.9131,1712.4,2011,387,,,14,,,,94,4612,,,53.3,67.5,39.1
USR0000CESP,ESPERANZA CALIFORNIA,38.2428,-120.515,780.0,2011,955,,,22,,,,99,4106,,,56.6,69.1,44.0
USR0000CCOR,CORRALITOS CALIFORNIA,36.9911,-121.7978,137.2,2011,145,,,27,,,,97,3189,,,56.7,68.7,44.6
USW00023174,LOS ANGELES INTERNATIONAL AIRPORT,33.938,-118.3888,29.6,2011,374,,,40,,,2.36,92,1448,9.88,,61.8,68.5,55.1
USW00023179,NEEDLES AIRPORT,34.7675,-114.6188,271.3,2011,4614,,,27,,,0.99,118,1150,3.63,,74.1,86.5,61.8
US1CAOR0017,MISSION VIEJO 1.6 ENE,33.6239,-117.6275,310.3,2011,,0,0,,0,0.0,1.45,,,11.21,0.0,,,
US1CAOR0019,MISSION VIEJO 1.3 SSE,33.5954,-117.6442,214.6,2011,,,,,,,1.46,,,12.01,,,,
US1CANP0003,CALISTOGA 0.4 SSE,38.5764,-122.578,106.1,2011,,,,,,,2.55,,,27.97,,,,
USC00042863,ESCONDIDO NUMBER 2,33.121,-117.09,182.9,2011,1120,,,32,,,1.51,101,,12.33,,63.9,75.3,52.6
USC00041534,CARMEL VALLEY,36.4805,-121.7244,146.3,2011,216,,,27,,,,100,,,,57.0,70.3,43.6
USC00043714,HALF MOON BAY,37.4725,-122.44333,8.2,2011,3,,,31,,,1.30,84,3800,20.60,,54.3,62.4,46.1
US1CAFR0005,TOLLHOUSE 6.2 SSE,36.9342,-119.3586,425.8,2011,,,,,,,3.06,,,25.65,,,,
US1CAFR0003,TOLLHOUSE 2.0 SSE,36.9897,-119.3971,509.9,2011,,,,,,,3.20,,,26.68,,,,
USS0019L19S,Ebbetts Pass,38.55,-119.8,2671.6,2011,0,245,,2,169,,2.90,74,9020,50.97,,40.6,49.2,31.9
USC00049026,TRINITY RIVER HATCHERY,40.7263,-122.7947,567.2,2011,607,0,1,18,0,3.5,1.87,101,4617,29.26,3.5,53.7,68.1,39.3
USC00040693,BERKELEY,37.8744,-122.2605,94.5,2011,123,,,30,,,,93,3010,,,57.3,66.7,47.8
USR0000CCLE,CLEAR CREEK CALIFORNIA,34.2711,-118.1525,914.4,2011,1473,,,26,,,,98,2978,,,61.1,69.5,52.7
USW00023152,BURBANK GLENDALE PASADENA AIRPORT,34.20056,-118.3575,225.9,2011,1239,,,34,,,3.85,107,1595,12.44,,63.7,74.9,52.5
USW00023155,BAKERSFIELD AIRPORT,35.4344,-119.0542,149.0,2011,2170,0,0,28,0,0.0,0.89,107,2216,4.39,0.0,64.1,76.7,51.5
USC00049040,TRUCKEE TAHOE AIRPORT DISTRICT,39.318,-120.145,1798.3,2011,,,,,,,,90,,,,,59.1,
USW00023157,BISHOP AIRPORT,37.3711,-118.358,1250.3,2011,898,1,0,8,1,0.6,0.74,104,4245,3.20,1.2,55.2,74.3,36.2
USW00023158,BLYTHE AIRPORT,33.6186,-114.7142,120.4,2011,4334,,,24,,,1.30,117,1118,3.96,,73.4,87.4,59.4
USC00041312,CALISTOGA,38.5961,-122.6013,121.9,2011,620,,,22,,,,99,,,,58.3,74.0,42.6
USC00042402,DE SABLA,39.8716,-121.6108,826.0,2011,,,,,,,3.30,,,58.03,,,,
USC00045915,MOUNT DIABLO JUNCTION,37.8792,-121.9303,661.4,2011,785,,,23,,,1.47,92,3873,23.81,,56.8,65.0,48.6
USC00041316,CALLAHAN,41.3111,-122.8044,970.8,2011,200,,,6,,,1.05,96,5719,14.63,,49.1,64.5,33.6
USR0000CCLK,CLARK CALIFORNIA,33.8767,-117.3089,524.3,2011,1295,,,29,,,,105,1998,,,62.9,76.1,49.8
USC00049035,TRONA,35.7636,-117.3908,516.6,2011,2742,0,0,23,0,0.0,0.30,112,2199,1.70,0.0,66.2,80.6,51.7
USC00049053,TULELAKE,41.96,-121.4744,1229.9,2011,53,,,-5,,,0.68,91,7066,6.63,,45.4,60.8,30.1
USS0020H13S,Adin Mtn,41.24,-120.79,1886.7,2011,1,200,,-10,57,,1.60,83,8911,27.26,,40.6,52.7,28.5
USW00093230,SOUTH LAKE TAHOE AIRPORT,38.8983,-119.9947,1924.5,2011,16,,,-15,,,1.04,88,7588,16.11,,43.9,58.9,29.0
USR0000CAGD,ARROYO GRANDE CALIFORNIA,35.1792,-120.3919,319.4,2011,532,,,27,,,,103,2631,,,59.5,74.0,45.0
USR0000CRIC,RICE VALLEY CALIFORNIA,34.0608,-114.7322,249.9,2011,4239,,,25,,,,119,1267,,,72.7,87.7,57.6
USC00043747,HANFORD 1 S,36.3158,-119.637,72.2,2011,,,,,,,1.35,104,,9.17,,,74.3,
USR0000CGSP,GREEN SPRING CALIFORNIA,37.8331,-120.5,310.9,2011,1496,,,27,,,,103,3104,,,60.5,72.0,49.0
USW00093225,SACRAMENTO METROPOLITAN AIRPORT,38.69556,-121.58972,7.0,2011,1111,,,20,,,1.26,104,2835,16.59,,59.8,72.5,47.2
USW00093227,NAPA CO AIRPORT,38.2102,-122.2847,4.3,2011,162,,,20,,,1.42,97,3502,19.42,,55.7,67.8,43.6
USW00093228,HAYWARD AIR TERMINAL,37.6542,-122.115,13.1,2011,274,,,33,,,1.31,93,2605,13.10,,58.2,66.6,49.9
USW00003104,DESERT RESORTS REGIONAL AIRPORT,33.62667,-116.15944,-36.0,2011,3740,0,,19,0,,0.73,116,1240,1.93,,71.2,87.6,54.9
US1CAKG0003,LEMOORE 0.3 SW,36.295,-119.7914,68.0,2011,,,0,,,0.0,1.16,,,7.51,0.0,,,
USW00003102,ONTARIO INTERNATIONAL AIRPORT,34.05611,-117.60028,289.3,2011,1476,,,32,,,1.24,107,1634,10.26,,64.3,76.8,51.8
USC00045933,MOUNT HAMILTON,37.3436,-121.6425,1282.0,2011,,,,,,,,,4922,,,,,
US1CAKG0005,HANFORD 1.7 WNW,36.3349,-119.6743,74.7,2011,,,,,,,0.98,,,8.41,,,,
USW00023188,SAN DIEGO INTERNATIONAL AIRPORT,32.7336,-117.1831,4.6,2011,538,,,41,,,1.40,97,982,9.09,,63.5,69.6,57.3
USW00023182,PALMDALE AIRPORT,34.62944,-118.08361,769.2,2011,1813,0,,19,0,,1.29,107,3070,4.48,,61.1,75.8,46.5
USC00049073,TURLOCK NUMBER 2,37.5005,-120.855,35.1,2011,,,,,,,,,2463,,,,,
USW00003131,SAN DIEGO MONTGOMERY FIELD,32.81583,-117.13944,127.1,2011,626,,,34,,,1.52,100,1606,10.70,,62.2,71.4,53.0
US1CAVT0001,THOUSAND OAKS 2.1 WSW,34.1772,-118.8984,210.9,2011,,,,,,,5.33,,,13.92,,,,
USW00004222,REDDING 12 WNW,40.6507,-122.6068,432.2,2011,1296,,,25,,,4.44,103,3668,42.80,,58.7,70.9,46.5
USC00040010,ACAMPO 5 NE,38.2177,-121.2013,26.5,2011,,,,,,,1.08,,,15.40,,,,
USW00093245,BODEGA 6 WSW,38.3208,-123.0747,19.2,2011,0,,,31,,,2.09,78,4640,27.06,,52.3,58.2,46.5
USC00040014,ACTON ESCONDIDO CANYON,34.4938,-118.2713,863.5,2011,,0,0,,0,0.0,,,,,0.0,,,
USW00023199,EL CENTRO NAF,32.81667,-115.68333,-12.8,2011,,,,,,,0.60,,,2.21,,,,
USW00024286,CRESCENT CITY MCNAMARA AIRPORT,41.78028,-124.23667,17.1,2011,0,0,,29,0,,2.64,74,5047,52.77,,51.6,57.7,45.5
USW00024283,ARCATA EUREKA AIRPORT,40.97806,-124.10861,61.0,2011,0,,,25,,,,74,5188,,,50.4,57.7,43.2
USW00093241,VACAVILLE NUT TREE AIRPORT,38.3775,-121.9575,33.2,2011,1137,,,22,,,1.34,103,2643,21.80,,60.1,73.2,47.0
USW00093242,MADERA MUNICIPAL AIRPORT,36.98778,-120.11056,77.1,2011,1388,,,25,,,1.41,104,2768,9.23,,60.6,74.1,47.1
USR0000CCHC,CHICO CALIFORNIA,39.7119,-121.7789,70.1,2011,1321,,,24,,,,108,2884,,,60.4,73.0,47.7
USW00093243,MERCED 23 WSW,37.2381,-120.8825,23.8,2011,847,,,19,,,1.26,104,3189,9.96,,58.0,73.5,42.5
USR0000CCHB,CHEESEBORO CALIFORNIA,34.1847,-118.7172,502.9,2011,1597,,,35,,,,108,1893,,,64.5,75.4,53.6
USR0000CPAN,PANAMINT CALIFORNIA,36.1203,-117.0878,2097.0,2011,729,,,11,,,,96,4846,,,53.7,66.0,41.5
USR0000CACT,ACTON CALIFORNIA,34.4458,-118.2,792.5,2011,1210,,,23,,,,106,,,,60.1,75.2,45.0
USR0000CVND,VANDENBERG CALIFORNIA,34.7586,-120.4861,320.0,2011,174,,,32,,,,99,3170,,,57.4,66.8,47.9
USR0000CCHU,CHUCHUPATE CALIFORNIA,34.8083,-119.0125,1493.5,2011,,,,,,,,97,5863,,,,67.2,
US1CAMR0009,PETALUMA 10.1 W,38.2475,-122.8119,36.3,2011,,,,,,,1.99,,,25.03,,,,
USR0000CCHI,CHILAO CALIFORNIA,34.3317,-118.0303,1661.2,2011,998,,,18,,,,93,3915,,,57.2,66.3,48.2
USC00040029,ADIN RANGER STATION,41.1936,-120.9447,1278.6,2011,,24,6,,11,10.0,0.88,,,10.72,29.4,,,
USR0000CPAT,PATTY MOCUS CALIFORNIA,40.295,-122.8667,1066.8,2011,952,,,22,,,,96,4861,,,55.2,65.5,44.9
USR0000CELI,MOUNT ELIZABETH CALIFORNIA,38.0631,-120.2469,1503.6,2011,787,,,14,,,,90,4880,,,54.3,63.1,45.5
USW00023191,AVALON CATALINA AIRPORT,33.405,-118.41583,488.3,2011,690,,,37,,,1.72,97,,11.63,,60.3,67.2,53.3
USR0000CPAR,PARKFIELD CALIFORNIA,35.8989,-120.4319,467.9,2011,908,,,21,,,,105,3406,,,57.9,74.8,41.0
USW00023190,SANTA BARBARA MUNICIPAL AIRPORT,34.4258,-119.8425,2.7,2011,94,,,31,,,5.23,90,2647,19.43,,58.0,67.8,48.2
US1CAMR0003,SAN ANSELMO 1.2 NNW,37.9971,-122.5805,112.8,2011,,,,,,,2.93,,,36.02,,,,
US1CAMR0002,WOODACRE 0.6 SW,38.005,-122.6354,133.8,2011,,,,,,,2.98,,,42.10,,,,
USR0000CELM,EL MIRAGE CALIFORNIA,34.6344,-117.5503,877.8,2011,1640,,,18,,,,108,3150,,,60.5,77.6,43.5
USW00003159,LANCASTER WM J FOX FIELD,34.7411,-118.2116,712.6,2011,1722,,,13,,,1.48,107,3168,5.01,,60.4,75.9,44.9
USR0000CBUL,BULL FLAT CALIFORNIA,40.4808,-120.1139,1339.6,2011,255,,,-11,,,,99,6610,,,47.2,63.2,31.3
USR0000CBUR,BURNS CANYON CALIFORNIA,34.2103,-116.6339,1828.8,2011,1017,,,18,,,,93,3946,,,56.6,66.0,47.3
USS0019L24S,Heavenly Valley,38.92,-119.92,2615.8,2011,0,237,,-8,143,,1.70,74,9459,31.58,,39.3,49.3,29.3
USC00049888,YUCCA VALLEY,34.1294,-116.3879,990.3,2011,1828,0,0,19,0,0.5,1.42,104,,4.35,0.7,61.7,75.3,48.2
USR0000CBUU,BUTTERCUP CALIFORNIA,32.7397,-114.8839,66.1,2011,4623,,,30,,,,121,703,,,75.3,90.3,60.2
USC00049884,YUCCA MESA,34.2182,-116.4073,1050.0,2011,1981,0,0,22,0,0.2,1.63,104,,4.77,0.2,62.9,75.1,50.8
USC00046136,NEVADA CITY,39.2466,-121.0008,847.6,2011,681,26,7,22,10,9.0,4.20,91,4478,55.35,28.5,54.1,64.5,43.7
USC00049660,WHITTIER CITY YARD FC106C,33.9758,-118.0222,135.9,2011,,0,0,,0,0.0,,,,,0.0,,,
USR0000CKET,KETTLEMAN HILLS CALIFORNIA,36.0333,-120.0569,246.9,2011,2179,,,32,,,,104,2263,,,64.5,74.3,54.6
USR0000CSVA,SPRING VALLEY CALIFORNIA,37.5625,-122.4364,327.7,2011,163,,,30,,,,92,4297,,,54.1,61.4,46.7
USR0000CMIO,MILO CALIFORNIA,36.2314,-118.8689,586.1,2011,2005,,,30,,,,101,2777,,,62.9,72.0,53.7
USS0020L02S,Rubicon NUMBER 2,39.0,-120.13,2343.6,2011,7,243,,5,142,,2.20,77,8102,35.17,,43.2,50.9,35.6
USW00003144,IMPERIAL CO AIRPORT,32.83417,-115.57861,-17.7,2011,4055,0,,22,0,,0.38,116,1017,1.29,,72.7,87.8,57.6
USR0000CBUC,BUCK MEADOWS CALIFORNIA,37.8233,-120.0975,975.4,2011,631,,,17,,,,98,4569,,,54.5,69.2,39.7
USC00046144,NEWARK,37.5147,-122.0325,3.0,2011,324,,,32,,,,93,2592,,,58.6,67.4,49.9
USC00046386,OCOTILLO WELLS 2 W,33.1552,-116.1688,118.9,2011,4356,,,28,,,0.98,116,,2.10,,75.0,86.7,63.2
USC00046161,NEWHALL 5 NW,34.3933,-118.5938,538.0,2011,1652,,,31,,,6.63,111,1973,15.19,,64.2,77.4,51.0
USC00041948,COLUSA 2 SSW,39.1875,-122.0269,15.2,2011,1169,,,23,,,,100,,,,60.1,72.8,47.4
USW00003177,CARLSBAD MCCLELLAN PALOMAR AIRPORT,33.12806,-117.27944,100.0,2011,523,,,38,,,1.34,97,1280,11.70,,62.4,69.1,55.8
USW00003179,CHINO AIRPORT,33.97528,-117.63611,198.1,2011,1325,,,28,,,1.08,108,1808,6.28,,63.2,78.3,48.2
USW00003178,SAN DIEGO BROWN FIELD,32.57222,-116.97944,157.0,2011,429,,,31,,,1.18,101,1966,10.31,,60.8,70.9,50.6
USR0000CKEE,KEENWILD CALIFORNIA,33.6667,-116.7667,1499.6,2011,947,,,16,,,,100,3884,,,57.1,70.5,43.6
USR0000CMIL,MILL CREEK ANF CALIFORNIA,34.3903,-118.0825,1530.4,2011,932,,,18,,,,92,,,,56.4,64.0,48.7
US1CAPC0001,SODA SPRINGS 1.5 SSW,39.3021,-120.3837,2099.2,2011,,,71,,,44.0,3.45,,,68.79,562.8,,,
USC00041700,CHESTER,40.3033,-121.2422,1380.7,2011,96,,,5,,,,93,6294,,,46.2,60.2,32.2
USW00003171,RIVERSIDE MUNICIPAL AIRPORT,33.95194,-117.43861,245.2,2011,1671,,,31,,,0.75,108,,6.90,,65.4,78.6,52.3
USC00046154,NEW CUYAMA FIRE STATION,34.9455,-119.6827,658.4,2011,938,,,21,,,,103,,,,58.4,74.2,42.6
USR0000CBSR,BIG SUR CALIFORNIA,36.2356,-121.785,137.2,2011,186,,,32,,,,102,2952,,,57.8,70.1,45.6
USC00047248,RANCHO BERNARDO,33.0216,-117.0813,210.3,2011,619,,,33,,,1.77,99,,14.04,,61.8,72.1,51.5
USC00046399,OJAI,34.4477,-119.2275,227.1,2011,,,,,,,5.20,,2546,15.60,,,,
US1CAPC0007,ROSEVILLE 4.7 WNW,38.7802,-121.3766,29.3,2011,,,,,,,1.30,,,17.98,,,,
USR0000CBRK,BLACKROCK CALIFORNIA,36.0931,-118.2603,2499.4,2011,11,,,0,,,,86,7256,,,45.1,59.3,31.0
USR0000CBRI,BRIONES CALIFORNIA,37.9442,-122.1178,442.0,2011,616,,,28,,,,98,3633,,,57.1,66.2,48.0
USR0000CDVR,DEVORE CALIFORNIA,34.2211,-117.4044,627.0,2011,1528,,,31,,,,104,2178,,,63.2,73.4,53.0
USC00046174,NEW MELONES DAM HQ,38.0047,-120.4863,292.6,2011,1738,,,28,,,2.20,103,2862,30.17,,61.7,74.1,49.4
USC00048351,SONOMA,38.2994,-122.4622,29.6,2011,,,,25,,,,,,,,,,44.0
USR0000CBRO,BROOKS CALIFORNIA,38.7383,-122.1447,107.9,2011,1520,,,25,,,,107,2711,,,61.6,75.1,48.0
USS0019L45S,Carson Pass,38.69,-119.99,2546.0,2011,0,254,,-4,163,,2.70,74,9282,42.08,,39.7,49.8,29.7
USC00042805,ELSINORE,33.6692,-117.3319,391.7,2011,1865,,,30,,,1.71,112,1643,10.82,,65.3,80.4,50.2
