Station Name,COOP ID,Lat.,Lon.,Elev. (f)
KELSEY 1 N,044484,38.80889,-120.82083,2000
KELSEYVILLE,044488,38.98333,-122.83333,1391
KENTFIELD,044500,37.95667,-122.54472,145
KERLINGER,044508,37.68333,-121.43333,177
KERN RIVER INTAKE 3,044518,35.95,-118.48333,3652
KERN RIVER PH 1,044520,35.46667,-118.78333,970
KERN RIVER PH 3,044523,35.78306,-118.43889,2703
KETTLEMAN CITY,044534,36.00417,-119.96,240
KETTLEMAN STN,044536,36.0725,-120.08778,508
KILARC PH,044544,40.68333,-121.86667,2651
KING CITY,044555,36.20694,-121.13778,320
KING CITY AP,044558,36.23333,-121.11667,361
KLAMATH,044577,41.57861,-124.07472,28
KNEELAND 2,044586,40.66667,-123.91667,2661
KNIGHTS FERRY 2 SE,044590,37.8,-120.65,341
KNIGHTS LANDING,044591,38.8,-121.71667,30
KNIGHTS LANDING S PACIFIC RR,044592,38.8,-121.71667,35
KNIGHTS VALLEY,044593,38.61667,-122.66667,479
KORBEL,044602,40.86667,-123.95,151
KYBURZ,044613,38.78333,-120.3,4203
KYBURZ STRAWBERRY,044616,38.8,-120.15,5705
LA BREA CANYON HUNT,044620,33.95,-117.83333,702
LA CRESCENTA FC251C,044628,34.22222,-118.23778,1545
LA HONDA,044660,37.31667,-122.26667,751
LA MESA,044735,32.7675,-117.02333,530
LA MESA 1 NE,044736,32.78333,-117,659
LA PANZA RCH,044767,35.38333,-120.16667,1552
LA PORTE,044773,39.68333,-120.98333,4984
LA VERNE HTS FC 560,044840,34.11667,-117.75,1210
LAFAYETTE 2 NNE,044633,37.91667,-122.1,541
LAGUNA BEACH,044647,33.54528,-117.78139,44
LAGUNA BEACH #2,044650,33.55667,-117.80056,210
LAKE ARROWHEAD,044671,34.24667,-117.18833,5205
LAKE BERRYESSA,044673,38.57944,-122.25,455
LAKE CITY,044675,41.63333,-120.21667,4613
LAKE ELEANOR,044679,37.96667,-119.88333,4662
LAKE MTN,044690,40.01667,-123.4,3163
LAKE PILLSBURY,044697,39.41667,-122.96667,1903
LAKE PILLSBURY 2,044698,39.41667,-122.98333,1752
LAKE SABRINA,044705,37.21306,-118.61361,9065
LAKE SOLANO,044712,38.49306,-122.00472,165
LAKE SPAULDING,044713,39.31833,-120.63917,5156
LAKE SPAULDING DAM,044714,39.33333,-120.63333,5125
LAKE WILENOR,044722,39.6,-121.53333,200
LAKE WOHLFORD,044726,33.16667,-117,1500
LAKEHEAD,044683,40.89889,-122.39139,1398
LAKEPORT,044701,39.03333,-122.91667,1315
LAKESHORE 2,044709,40.86667,-122.38333,1079
LAKESIDE 2 E,044710,32.85361,-116.89472,690
LANCASTER,044747,34.68333,-118.11667,2402
LANCASTER WM J FOX FLD,044749,34.74111,-118.21167,2338
LAS PLUMAS,044812,39.68333,-121.48333,512
LATHROP,044823,37.78333,-121.3,27
LAVA BEDS NM,044838,41.70194,-121.50111,4770
LAYTONVILLE,044851,39.7,-123.48333,1650
LAYTONVILLE #2,044852,39.7,-123.46667,1660
LE GRAND,044884,37.23333,-120.25,259
LEBEC,044863,34.83278,-118.865,3585
LECHUZA PATROL STN,044867,34.07639,-118.88028,1600
LEE VINING,044881,37.95667,-119.11944,6797
LEESVILLE KEEGAN RAN,044880,39.15,-122.43333,1332
LEHMAN RCH,044886,38.6,-121.01667,600
LEMON COVE,044890,36.38167,-119.02639,513
LINDSAY,044957,36.20333,-119.05444,435
LITTLE PANOCHE DET D,044979,36.78333,-120.8,679
LITTLE TUJUNGA GLD C,044986,34.31667,-118.3,2753
LITTLE VALLEY,044988,40.88333,-121.18333,4173
LIVERMORE,044997,37.69222,-121.76917,480
LIVERMORE MUNI AP,044995,37.69278,-121.81444,393
LLANO,045001,34.5,-117.81667,3402
LLANO SHAWNEE HILLS,045002,34.46667,-117.75,3822
LOCKWOOD 1 N,045017,35.96667,-121.08333,1060
LOCKWOOD MESA,045023,32.98333,-117.25,210
LODGEPOLE,045026,36.60444,-118.7325,6735
LODI,045032,38.10611,-121.28778,40
LOMPOC,045064,34.65389,-120.45139,75
LONE PINE COTTNWD PH,045067,36.44306,-118.04333,3790
LONE TREE CANYON,045074,37.63333,-121.4,331
LONG BARN EXP,045078,38.18333,-120.01667,5203
LONG BEACH AQUARIUM,045082,33.76111,-118.19694,20
LONG BEACH DAUGHERTY FLD,045085,33.81167,-118.14639,31
LONG VALLEY INSPECTI,045088,39.68333,-120.01667,5062
LOOKOUT 3 WSW,045093,41.2,-121.2,4183
LORAINE,045098,35.3,-118.43333,2720
LOS ALAMOS,045107,34.74556,-120.28,565
LOS ANGELES 6TH MAIN,045111,34.05,-118.25,410
LOS ANGELES DWTN USC CAMPUS,045115,34.02361,-118.29111,179
LOS ANGELES INTL AP,045114,33.93806,-118.38889,97
LOS ANGELES TERMINAL,045112,34.06667,-118.23333,279
LOS BANOS,045118,37.05639,-120.86667,120
LOS BANOS ARBURUA RCH,045119,36.875,-120.93861,843
LOS BANOS DET RESV,045120,36.98972,-120.92972,407
LOS GATOS,045123,37.23194,-121.95917,365
LOS GATOS 4 SW,045125,37.18333,-122.03333,2415
LOS MOLINOS,045131,40.01667,-122.1,220
LOS PRIETOS RS,045147,34.54444,-119.79139,1024
LOST HILLS,045151,35.61694,-119.68917,288
LOWER OTAY RSVR,045162,32.61667,-116.93333,540
LOYALTON,045171,39.68333,-120.25,4944
LUCERNE VALLEY,045182,34.45,-116.95,2963
LUCIA WILLOW SPRINGS,045184,35.87806,-121.44972,355
LYTLE CREEK FOOTHILL,045212,34.095,-117.33472,1160
LYTLE CREEK PH,045215,34.2,-117.45,2251
LYTLE CREEK RS,045218,34.23833,-117.47083,2730
MAD RIVER RS,045244,40.45,-123.53333,2675
MADELINE,045231,41.01667,-120.5,5325
MADERA,045233,36.95389,-120.03778,270
MAGIC MTN,045256,34.4,-118.28333,4452
MAMMOTH LAKES RS,045280,37.64778,-118.96167,7804
MANDEVILLE ISLAND,045296,38.03333,-121.56667,10
MANTECA,045303,37.8,-121.2,39
MANZANITA LAKE,045311,40.54111,-121.57667,5750
MANZANITA MTN,045314,34.9,-120.08333,3133
MARCH FLD,045326,33.86667,-117.25,1490
MARE ISLAND,045333,38.1,-122.26667,49
MARICOPA,045338,35.08333,-119.38333,675
MARIPOSA,045346,37.48333,-119.96667,2011
MARIPOSA RS,045352,37.495,-119.98583,2100
MARKLEEVILLE,045356,38.69194,-119.78028,5530
MARKLEY COVE,045360,38.49167,-122.12417,480
MARRE RCH,045365,34.68333,-119.98333,1450
MARTINEZ,045377,38.01667,-122.13333,26
MARTINEZ 2 S,045371,37.97,-122.1275,230
MARTINEZ 3 SSE,045372,37.96667,-122.1,259
MARTINEZ WTP,045378,38.01306,-122.11417,40
MARYSVILLE,045385,39.14583,-121.58528,57
MARYSVILLE D ST BRG,045391,39.13333,-121.6,59
MARYSVILLE YUBA CO AP,045388,39.10194,-121.56778,62
MATHER,045400,37.885,-119.85611,4510
MC CLOUD,045449,41.25139,-122.13833,3280
MEADOW LAKE,045496,37.08333,-119.43333,4482
MECCA FIRE STN,045502,33.57139,-116.07667,-180
MENDOTA 1 NNW,045526,36.78333,-120.36667,171
MENDOTA DAM,045528,36.78333,-120.36667,171
MERCED 2,045535,37.30528,-120.48583,170
MERCED AP,045532,37.28583,-120.51167,153
MERCED FALLS,045541,37.53333,-120.33333,322
MERCEY HOT SPRINGS,045550,36.7,-120.86667,1171
MEYERS 4 SW,045571,38.81667,-120.01667,6473
MEYERS INSPECTION ST,045572,38.85,-120.01667,6345
MICHIGAN BLUF,045586,39.05,-120.73333,3481
MIDDLETOWN,045598,38.725,-122.55139,1118
MIDDLETOWN 4 WSW,045599,38.73333,-122.66667,1791
MIDDLEWATER,045602,35.5,-119.81667,801
MILFORD LAUFMAN RS,045623,40.14139,-120.35333,4860
MILL CREEK 2,045629,34.08333,-117.03333,2943
MILL CREEK INTAKE,045632,34.09139,-116.93639,4945
MINERAL,045679,40.34583,-121.60917,4875
MIRANDA SPENGLER RAN,045713,40.2,-123.76667,361
MITCHELL CAVERNS,045721,34.94361,-115.54694,4350
MODESTO,045738,37.65,-121,91
MODESTO 2,045741,37.62556,-121.03139,89
MODESTO CITY CO AP,045738,37.62417,-120.95056,73
MOJAVE,045756,35.04917,-118.16194,2735
MOJAVE 2 ESE,045758,35.03333,-118.15,2680
MONO LAKE,045779,38,-119.15,6449
MONROVIA,045781,34.15,-118,561
MONTAGUE SISKIYOU CO AP,045785,41.78056,-122.47167,2635
MONTEBELLO,045790,34.01917,-118.10528,246
MONTEREY,045795,36.59028,-121.91028,385
MONTEREY NWSFO,045802,36.59278,-121.85556,122
MONTEREY PENINSUL AP,045796,36.58806,-121.84528,165
MONTGOMERY CREEK,045808,40.85,-121.91667,2145
MONTGOMERY CREEK 2 S,045809,40.81667,-121.93333,2103
MONTICELLO DAM,045818,38.5,-122.11667,512
MOORPARK,045823,34.28333,-118.88333,581
MORENA DAM,045840,32.68167,-116.52083,3075
MORGAN HILL,045853,37.13639,-121.6025,375
MORGAN HILL 2 E,045844,37.13333,-121.61667,230
MORONGO VALLEY,045863,34.03333,-116.58333,2562
MORONGO VALLEY NORTH,045860,34.08639,-116.56222,3145
MORRO BAY 3 N,045869,35.41667,-120.85,620
MORRO BAY FIRE DEPT,045866,35.36722,-120.84556,115
MT BALDY FC 85 G,045900,34.23333,-117.65,4281
MT BALDY NOTCH,045901,34.28333,-117.61667,7746
MT BECKENRIDGE,045903,35.45,-118.58333,7493
MT DANAHER,045909,38.75,-120.66667,3412
MT DIABLO JUNCTION,045915,37.87917,-121.93028,2170
MT HAMILTON,045933,37.34361,-121.6425,4206
MT HEBRON 11 ESE,045940,41.73333,-121.8,4383
MT HEBRON RNG STN,045941,41.78361,-122.04472,4250
MT LAGUNA #3,045968,32.86722,-116.41944,5920
MT LAGUNA CAA AP,045965,32.86667,-116.41667,6211
MT MADONNA,045973,37.01667,-121.71667,1801
MT SAN JACINTO WS,045978,33.8,-116.63333,8425
MT SHASTA,045983,41.3325,-122.33278,3535
MT SHASTA,045983,41.32056,-122.30806,3590
MT SHASTA SKI BOW,045980,41.36667,-122.2,7844
MT WILSON CBS,046006,34.23083,-118.07111,5710
MTN PASS,045890,35.47028,-115.54361,4730
MTN PASS 1 SE,045892,35.45917,-115.53111,4777
MUIR WOODS,046027,37.89778,-122.56889,220
MURCELL RCH,046035,33.53333,-116.76667,3714
NACIMIENTO DAM,046056,35.76667,-120.88333,770
NAPA,046065,38.3,-122.28333,20
NAPA CO AP,046066,38.21028,-122.28472,14
NAPA RIVER TELEMETER,046067,38.36667,-122.3,NaN
NAPA STATE HOSPITAL,046074,38.27778,-122.26472,35
NEEDLES,046119,34.83333,-114.6,545
NEEDLES AP,046118,34.7675,-114.61889,890
NEENACH,046122,34.8,-118.58333,2890
NEVADA CITY,046136,39.24667,-121.00083,2781
NEVADA CITY 1 N,046139,39.26667,-121.01667,2851
NEW CUYAMA FIRE STN,046154,34.94556,-119.68278,2160
NEW MELONES DAM,046172,37.95,-120.53333,775
NEW MELONES DAM HQ,046174,38.00472,-120.48639,960
NEW PINE CREEK 2 E,046173,41.98333,-120.26667,5292
NEWARK,046144,37.51472,-122.0325,10
NEWBURY PARK 4 SW,046149,34.15,-118.96667,781
NEWHALL,046165,34.36667,-118.56667,1400
NEWHALL 5 NW,046161,34.39333,-118.59389,1765
NEWHALL AP,046159,34.4,-118.55,1214
NEWHALL S FC32CE,046162,34.38694,-118.53417,1233
NEWHALL US RS,046164,34.36667,-118.51667,1342
NEWMAN,046168,37.28111,-121.01778,90
NEWPORT BEACH HARBOR,046175,33.6025,-117.88028,10
NICOLAUS,046193,38.9,-121.58333,49
NICOLAUS 2,046194,38.92611,-121.54472,43
NIGHTINGALE,046196,33.58333,-116.43333,4032
NILAND,046197,33.2775,-115.52389,-60
NILAND 4NE,046198,33.27167,-115.47722,75
NILES,046201,37.58333,-121.96667,70
NIPOMO 2 NW,046207,35.06667,-120.5,361
NORTH FORK RS,046252,37.23278,-119.50972,2645
NORTH HOLLYWOOD,046256,34.16667,-118.38333,620
NORTHRIDGE CAL STATE,046263,34.24472,-118.525,904
NOVATO 8 WNW,046290,38.13333,-122.71667,400
OAK GROVE RS,046319,33.38611,-116.79167,2750
OAK KNOLL,046328,41.83917,-122.85028,1980
OAK KNOLL RS #2,046329,41.85,-122.88333,1700
OAKDALE WOODWARD DAM,046305,37.86667,-120.86667,220
OAKLAND,046332,37.78333,-122.16667,440
OAKLAND CITY HALL,046333,37.8,-122.26667,35
OAKLAND METRO INTL AP,046335,37.72139,-122.22083,6
OAKLAND MUSEUM,046336,37.79833,-122.26417,30
OAKVILLE 1 W,046351,38.45,-122.41667,161
OCCIDENTAL,046370,38.38583,-122.96611,865
OCEANSIDE CAA AP,046378,33.23333,-117.41667,26
OCEANSIDE MARINA,046377,33.20972,-117.395,10
OCOTILLO 2,046390,32.74611,-116.00056,410
OCOTILLO WELLS,046383,33.15,-116.13333,180
OCOTILLO WELLS 2W,046386,33.15528,-116.16889,390
OJAI,046399,34.44778,-119.2275,745
OLINDA,046432,33.91667,-117.85,489
OLINDA (S),046434,40.45,-122.4,650
ONO,046455,40.48333,-122.61667,978
ONTARIO,046458,34.06667,-117.65,981
OPIDS CAMP FC 57 B E,041404,34.25,-118.1,4252
ORANGE CO RSVR,046473,33.93778,-117.885,660
ORANGE COVE,046476,36.61667,-119.3,430
ORICK 10 SE,046499,41.18333,-123.91667,2480
ORICK PRAIRIE,046498,41.36194,-124.01917,160
ORINDA BOWMAN,046502,37.86667,-122.16667,551
ORLAND,046506,39.74583,-122.19972,254
ORLEANS,046508,41.30889,-123.53167,403
OROVILLE,046521,39.51778,-121.55306,171
OROVILLE 7 SE,046523,39.43333,-121.48333,531
OROVILLE BRG,046525,39.51667,-121.56667,171
OROVILLE DAM,046527,39.53333,-121.48333,845
OROVILLE RS,046528,39.53333,-121.56667,302
OXNARD,046569,34.19806,-119.17528,49
OXNARD WSFO,046572,34.20667,-119.1375,52
OZENA,046576,34.7,-119.31667,3714
PACHECO PASS,046583,37.06667,-121.18333,879
PACIFIC HOUSE,046597,38.75833,-120.50306,3450
PACIFICA 2 S,046598,37.61028,-122.48417,125
PACIFICA 4 SSE,046599,37.59167,-122.47167,475
PACOIMA DAM FC 33A-E,046602,34.32944,-118.40056,1550
PAICINES 4 W,046610,36.715,-121.34917,905
PALM DESERT,046630,33.73333,-116.38333,195
PALM SPRINGS,046635,33.8275,-116.50972,425
PALMDALE,046624,34.58833,-118.09389,2612
PALMDALE AP,046627,34.62944,-118.08361,2524
PALO ALTO,046646,37.44361,-122.14028,25
PALO ALTO,046642,37.43333,-122.16667,59
PALOMA,046650,36.35028,-121.54,1775
PALOMAR MTN OBSVTRY,046657,33.37806,-116.84,5550
PALOS VERDES ES FC43D,046663,33.79972,-118.39111,220
PANOCHE 2 W,046675,36.60667,-120.88417,1400
PANOCHE CREEK,046677,36.68333,-120.58333,371
PANOCHE JUNCTION,046678,36.53333,-120.45,420
PARADISE,046685,39.75361,-121.62389,1750
PARKER RSVR,046699,34.29028,-114.17083,738
PARKFIELD,046703,35.88333,-120.43333,1480
PARKFIELD 7 NNW,046706,36,-120.46667,3593
PASADENA,046719,34.14833,-118.14472,864
PASKENTA RS,046726,39.8875,-122.55389,755
PASO ROBLES,046730,35.62778,-120.68556,730
PASO ROBLES 5 NW,046736,35.68333,-120.75,1040
PASO ROBLES CAA AP,046742,35.6,-120.65,810
PASO ROBLES MUNI AP,046742,35.66972,-120.62833,810
PATTIWAY,046754,34.93333,-119.38333,3868
PAYNES CREEK,046761,40.33333,-121.9,1841
PEARBLOSSOM,046773,34.5025,-117.89444,3101
PENDOLA GAUGING STN,046791,34.51667,-119.56667,1621
PERRIS,046816,33.78333,-117.23333,1470
PETALUMA 1 N,046829,38.25,-122.63333,30
PETALUMA AP,046826,38.25778,-122.60778,20
PFEIFFER RCH,046839,36.88333,-121.13333,1621
PIEDRA,046857,36.8,-119.38333,581
PIEDRA BLANCA GAGING,046862,34.56667,-119.16667,3071
PINE CANYON PS FC321,046891,34.66667,-118.43333,3291
PINE FLAT DAM,046896,36.82111,-119.3375,615
PINNACLES NM,046926,36.48194,-121.18222,1307
PINO GRANDE,046930,38.86667,-120.61667,4052
PIONEER 6E,046936,38.44472,-120.51222,3000
PIRU 2 ESE,046940,34.40611,-118.75694,712
PISMO BEACH,046943,35.15972,-120.68306,39
PIT RIVER PH 1,046944,41,-121.5,2880
PIT RIVER PH 5,046946,40.98694,-121.97722,1458
PITTS RCH,046950,38.93333,-122.86667,1552
PLACERVILLE,046960,38.69556,-120.82444,1850
PLACERVILLE IFG,046962,38.73333,-120.73333,2755
PLATINA,046975,40.36667,-122.88333,2260
PLYMOUTH,047000,38.48333,-120.85,1102
POINT ARENA,047009,38.9,-123.7,100
POINT ARENA,047011,38.95,-123.73333,59
POINT ARGUELLO AFWB,049255,34.66667,-120.58333,367
POINT ARGUELLO LIGHT,047016,34.58333,-120.65,89
POMONA FAIRPLEX,047050,34.08167,-117.76583,999
PORT CHICAGO NAVAL D,047070,38.01667,-122.01667,49
PORTERVILLE,047077,36.06778,-119.02,393
PORTOLA,047085,39.80528,-120.47194,4850
PORTOLA 2,047088,39.8,-120.48333,4833
POSEY 3 E,047096,35.8,-118.63333,4960
POSEY 4 ENE,047095,35.83333,-118.61667,5492
POTRERO SECO,047105,34.63333,-119.43333,4862
POTTER VALLEY P H,047109,39.36194,-123.12861,1018
POTTERS SAWMILL,047106,41.23333,-121.21667,4213
POWAY VALLEY,047111,33.0175,-117.02917,648
PRADO DAM,047123,33.89028,-117.64528,560
PRIEST VALLEY,047150,36.18833,-120.69528,2300
QUINCY,047195,39.93667,-120.9475,3420
QUINCY USFS HELIPORT,047197,39.98333,-120.95,3652
RAMONA FIRE DEPT,047228,33.01139,-116.90806,1470
RAMONA SPAULDING,047231,33.06667,-116.85,1480
RANCHITA,047244,33.23333,-116.53333,4114
RANDSBURG,047253,35.36917,-117.6525,3570
RAYMOND 10 N,047273,37.35,-119.86667,1280
RAYMOND WHIPPLE RANC,047272,37.36667,-119.9,1381
RED BLUFF #2,047294,40.16333,-122.22806,310
RED BLUFF MUNI AP,047292,40.15194,-122.25361,353
RED BLUFF TRTMNT PLT,047293,40.16222,-122.22028,265
REDDING BENTON FLD,047296,40.58333,-122.4,722
REDDING CDF,047298,40.51944,-122.29889,502
REDDING FIRE STN 2,047296,40.58333,-122.4,581
REDDING FIRE STN 4,047300,40.55,-122.38333,470
REDDING MUNI AP,047304,40.5175,-122.29861,497
REDLANDS,047306,34.05278,-117.18944,1318
REDWOOD CITY,047339,37.47667,-122.23861,31
REDWOOD VALLEY,047351,39.26667,-123.2,722
REPRESA,047370,38.69444,-121.16111,295
RICHARDSON GROVE SP,047404,40.02611,-123.79306,503
RICHMOND,047414,37.91917,-122.37722,20
RICHMOND FLD STN,047416,37.91667,-122.33333,10
RIO VISTA,047446,38.15,-121.7,39
RIVERSIDE CITRUS EXP,047473,33.96694,-117.36139,986
RIVERSIDE FIRE STA 3,047470,33.95111,-117.38806,840
ROCKLIN,047516,38.8,-121.23333,249
ROUND MTN,047581,40.79556,-121.935,2100
ROUND MTN 1 NNE,047580,40.81667,-121.93333,2103
RUMSEY 1 NW,047598,38.88333,-122.23333,369
RUNNING SPRINGS 1 E,047600,34.20667,-117.08639,5965
RUSH CREEK RCH,047606,37.95,-119.06667,6453
S E FARALLON ISLAND,048376,37.7,-123,40
SACRAMENTO 5 ESE,047633,38.55556,-121.41694,38
SACRAMENTO EXECUTIVE AP,047630,38.50694,-121.495,15
SAGEHEN CREEK,047641,39.43167,-120.24056,6337
SAINT HELENA,047643,38.50667,-122.47139,225
SAINT HELENA 4 WSW,047646,38.49306,-122.53833,1780
SAINT HELENA 6 NE,047649,38.55,-122.38333,1001
SAINT JOHN,047656,39.71667,-122,151
SAINT MARYS COLLEGE,047661,37.83333,-122.1,620
SALINAS,047668,36.65944,-121.66639,45
SALINAS 6 SSW,047675,36.63333,-121.68333,60
SALINAS DAM,047672,35.33722,-120.50389,1392
SALINAS MUNICIPAL AP,047669,36.66361,-121.60806,74
SALSIPUEDES GAGING STN,047681,34.56861,-120.40833,264
SALSIPUEDES JALAMA D,047684,34.53333,-120.38333,1152
SALT SPRINGS PH,047689,38.50056,-120.21889,3700
SALYER RS,047698,40.88333,-123.58333,620
SAN ANDREAS 2 S,047702,38.16667,-120.66667,830
SAN ANTONIO CN MOUTH,047711,34.16667,-117.66667,2392
SAN ANTONIO MISSION,047714,36.01667,-121.25,1060
SAN ANTONIO SANTA MA,047713,34.81667,-120.35,1001
SAN ARDO,047716,36.03333,-120.9,449
SAN BENITO,047719,36.50917,-121.08694,1355
SAN BENITO WILLOW CR,047721,36.58333,-121.18333,981
SAN BERNARDINO F S 226,047723,34.13444,-117.25389,1140
SAN CLEMENTE DAM,047731,36.4375,-121.70917,600
SAN DIEGO LINDBERGH FLD,047740,32.73361,-117.18306,15
SAN DIEGO SEAWORLD,047741,32.76722,-117.22583,15
SAN DIEGO WBO,047738,32.71667,-117.16667,26
SAN DIMAS FIRE FC 95,047749,34.10528,-117.80194,958
SAN DIMAS TANBARK FL,047750,34.2,-117.76667,2801
SAN EMIGDIO RCH,047753,35,-119.18333,1450
SAN FELIPE HWY STN,047755,37.01667,-121.33333,371
SAN FERNANDO,047759,34.28333,-118.46667,971
SAN FERNANDO PH 3,047762,34.31333,-118.49278,1250
SAN FRAN ACAD OF SCI,047765,37.76667,-122.46667,249
SAN FRANCISCO DWTN,047772,37.77056,-122.42694,150
SAN FRANCISCO INTL AP,047769,37.61972,-122.36472,8
SAN FRANCISCO OCEANSD,047767,37.72806,-122.50528,8
SAN GABRIEL,047775,34.1,-118.1,416
SAN GABRIEL CANYON,047776,34.15528,-117.90778,744
SAN GABRIEL DM 425,047779,34.20528,-117.86083,1481
SAN GABRIEL FIRE DEP,047785,34.10611,-118.1,450
SAN GREGORIO 2 SE,047807,37.31167,-122.36167,275
SAN JACINTO,047810,33.78333,-116.96667,1542
SAN JACINTO RS,047813,33.78694,-116.95833,1560
SAN JOAQUIN EXP RNG,047817,37.09083,-119.72306,1050
SAN JOSE,047821,37.35917,-121.92389,51
SAN JOSE INTL AP,047824,37.35917,-121.92417,51
SAN JUAN BAUTISTA,047834,36.8,-121.51667,550
SAN JUAN CANYON,047836,33.53194,-117.5525,375
SAN JUAN GRD STN,047837,33.59222,-117.5125,730
SAN LUIS DAM,047846,37.05333,-121.05778,277
SAN LUIS OBISPO POLYTECH,047851,35.30556,-120.66194,308
SAN MARCOS RCH,047861,34.55,-119.86667,801
SAN MATEO,047864,37.53333,-122.3,20
SAN MIGUEL ISLAND,047866,34.05,-120.38333,540
SAN NICOLAS ISLAND,047870,33.25,-119.45,502
SAN PASQUAL ANIMAL PK,047874,33.09556,-116.9975,420
SAN PEDRO,047876,33.71667,-118.26667,10
SAN RAFAEL CIVIC CTR,047880,37.99833,-122.53722,120
SAN SIMEON PT PIEDRAS BLANCAS,047024,35.66556,-121.28472,59
SANDBERG,047735,34.74361,-118.72417,4510
SANDBERG PTRL STN,047734,34.75,-118.71667,4025
SANTA ANA FIRE STN,047888,33.74417,-117.86667,135
SANTA ANA RIVER PH 1,047894,34.13333,-117.06667,2772
SANTA ANA RIVER PH 3,047891,34.10167,-117.10611,1984
SANTA ANITA FERN LOD,047897,34.21667,-118.01667,2041
SANTA BARBARA,047902,34.41667,-119.68444,5
SANTA BARBARA MUNI AP,047905,34.42583,-119.8425,9
SANTA BARBARA POTRER,047908,34.78333,-119.65,5203
SANTA BARBARA TV PEA,047909,34.53333,-119.95,4003
SANTA CATALINA BUFFALO SPRINGS,047910,33.41667,-118.4,1575
SANTA CLARA UNIVERSI,047912,37.35,-121.93333,89
SANTA CRUZ,047916,36.99056,-121.99111,130
SANTA CRUZ CREEK,047919,34.56667,-119.93333,669
SANTA FE DAM,047926,34.1125,-117.96944,443
SANTA MARGARITA 2 SW,047930,35.36667,-120.63333,1201
SANTA MARGARITA BOOSTER,047933,35.37417,-120.6375,1148
SANTA MARIA,047940,34.95,-120.43333,220
SANTA MARIA 14 ENE,047942,35.01667,-120.2,820
SANTA MARIA PUBLIC AP,047946,34.89944,-120.44861,242
SANTA MONICA,047950,34.01667,-118.48333,59
SANTA MONICA PIER,047953,34.0075,-118.49972,14
SANTA PAULA,047957,34.31194,-119.13306,237
SANTA RITA PEAK,047962,36.31667,-120.58333,4304
SANTA ROSA,047965,38.43806,-122.69778,174
SANTA ROSA SONOMA CO AP,047971,38.50389,-122.81028,114
SANTA YNEZ,047976,34.60778,-120.06917,600
SANTA YNEZ LOOKOUT,047982,34.53333,-119.98333,4291
SANTIAGO DAM,047987,33.78694,-117.72167,855
SAUGUS PWR PLT 1,048014,34.58944,-118.45472,2089
SAWYERS BAR RS,048025,41.30111,-123.13306,2169
SCOTIA,048045,40.48306,-124.10361,136
SEARSVILLE LAKE,048068,37.4,-122.23333,351
SEBASTOPOL,048072,38.40861,-122.82111,68
SECRET VALLEY,048074,40.5,-120.26667,4442
SECRET VALLEY M S,048075,40.66667,-120.25,4662
SEPULVEDA DAM,048092,34.16611,-118.47361,680
SEVEN OAKS,048105,34.18333,-116.95,5082
SHAFTER 6E,048122,35.48667,-119.14583,404
SHASTA DAM,048135,40.71417,-122.41611,1075
SHELL ABSORPTION PLT,048158,33.95,-117.9,679
SHELTER COVE,048162,40.03333,-124.06667,110
SHELTER COVE AVIATION,048163,40.03306,-124.07278,246
SHINGLE SPRINGS,048173,38.66667,-120.91667,1381
SHINGLETOWN 2 E,048175,40.5,-121.85,3556
SHOSHONE,048200,35.97167,-116.27083,1546
SIERRA CITY,048207,39.56778,-120.62278,4240
SIERRA MADRE HENSZEY,048210,34.16667,-118.05,1132
SIERRA PH,048213,34.2,-117.66667,3002
SIERRAVILLE RS,048218,39.58333,-120.37056,4975
SIGNAL HILL FC 415,048230,33.79667,-118.16833,110
SILVER LAKE CAA AP,048250,35.33333,-116.08333,922
SILVERADO RS,048243,33.7425,-117.66,1095
SISQUOC RANCH,048265,34.83333,-120.16667,600
SISQUOC SOUTH FORK C,048266,34.76667,-119.76667,2503
SKAGGS SPRINGS LAS L,048272,38.68333,-123.13333,1932
SKYLINE RIDGE,048273,37.31333,-122.185,2270
SLOAT,048292,39.86667,-120.73333,4124
SLOUGHHOUSE 6 SE,048293,38.46667,-121.08333,161
SMITH RIVER 3 WNW,048311,41.95,-124.2,30
SNOW CREEK,048315,33.88333,-116.68333,1280
SNOW CREEK UPPER,048317,33.8725,-116.67972,1940
SO ENTR YOSEMITE NP,048380,37.50722,-119.63306,5047
SODA SPRINGS,048331,39.31667,-120.38333,6755
SODA SPRINGS 1 E,048332,39.32556,-120.36722,6885
SOLEDAD,048338,36.43333,-121.31667,210
SOMESBAR 1 W,048346,41.38333,-123.48333,522
SOMIS 3 NE,048348,34.28333,-118.96667,489
SOMIS 3 NW,048349,34.28333,-119.05,502
SONOMA,048351,38.29944,-122.46222,97
SONORA,048353,37.96722,-120.38722,1675
SOUTH FORK CABIN,048390,34.06667,-116.81667,7126
SOUTH LAKE,048406,37.16833,-118.57056,9580
SOUTH LAKE TAHOE AP,048762,38.89833,-119.99472,6314
SPADRA LANTERMAN HOSPITAL,048436,34.04194,-117.81056,676
SPRECKELS HWY BRG,048446,36.63111,-121.67139,21
SPRINGVILLE 3 ENE,048453,36.15,-118.76667,1460
SPRINGVILLE 7 ENE,048455,36.16667,-118.7,2470
SPRINGVILLE RS,048460,36.14222,-118.81139,1050
SPRINGVILLE TULE HD,048463,36.19333,-118.65667,4070
SQUAW CREEK GS,048472,40.88333,-122.1,1302
