County,Year,Number,Rate (per 10k),Age (<4YO),Gender (M),White,African,Asian,Hispanic,Other,Good AQI,Moderate AQI,Unhealthy AQI,AQI Median,CO AQI,NO2 AQI,O3 AQI,SO2 AQI,PM2.5 AQI,PM10 AQI,Area burned percent
Alameda,2008,119.0,138.77,0,1,0,0,0,0,1,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,82.0,76.14,1,0,1,0,0,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,210.0,181.69,1,1,1,0,0,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,138.0,44.24,0,0,1,0,0,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2008,176.0,56.05,0,1,1,0,0,0,0,0.497267759563,0.459016393443,0.0437158469945,51.0,0.0,0.0355191256831,0.262295081967,0.0,0.70218579235,0.0,0.0414400151552
Alameda,2009,257.0,486.93,1,0,0,1,0,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,380.0,715.23,1,1,0,1,0,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,383.0,245.48,0,0,0,1,0,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,552.0,348.69,0,1,0,1,0,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,52.0,43.4,1,0,0,0,1,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,114.0,89.08,1,1,0,0,1,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,58.0,19.55,0,0,0,0,1,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,96.0,30.4,0,1,0,0,1,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,169.0,105.71,1,0,0,0,0,1,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,357.0,207.2,1,1,0,0,0,1,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,251.0,67.65,0,0,0,0,0,1,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,340.0,88.25,0,1,0,0,0,1,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,93.0,233.32,1,0,0,0,0,0,1,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,175.0,407.36,1,1,0,0,0,0,1,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,128.0,152.69,0,0,0,0,0,0,1,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,163.0,186.62,0,1,0,0,0,0,1,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
