Date,Main Pollutant,Overall AQI Value,Ozone,PM25
03/19/2015,Ozone,39,39,
03/20/2015,Ozone,47,47,
03/21/2015,Ozone,42,42,
03/22/2015,Ozone,37,37,
03/23/2015,Ozone,41,41,
03/24/2015,Ozone,35,35,
03/25/2015,Ozone,35,35,
03/26/2015,Ozone,37,37,
03/27/2015,Ozone,44,44,
03/28/2015,Ozone,44,44,
03/29/2015,Ozone,43,43,
03/30/2015,Ozone,49,49,
03/31/2015,Ozone,44,44,
04/01/2015,Ozone,44,44,
04/02/2015,Ozone,43,43,
04/03/2015,Ozone,46,46,
04/04/2015,Ozone,51,51,
04/05/2015,Ozone,43,43,
04/06/2015,Ozone,44,44,
04/07/2015,Ozone,37,37,
04/08/2015,Ozone,41,41,
04/09/2015,Ozone,40,40,
04/10/2015,Ozone,64,64,
04/11/2015,Ozone,42,42,
04/12/2015,Ozone,41,41,
04/13/2015,Ozone,71,71,
04/14/2015,Ozone,47,47,
04/15/2015,Ozone,44,44,
04/16/2015,Ozone,54,54,
04/17/2015,Ozone,71,71,
04/18/2015,Ozone,74,74,
04/19/2015,Ozone,67,67,
04/20/2015,Ozone,49,49,
04/21/2015,Ozone,43,43,
04/22/2015,Ozone,42,42,
04/23/2015,Ozone,54,54,
04/24/2015,Ozone,49,49,
04/25/2015,Ozone,42,42,
04/26/2015,Ozone,44,44,
04/27/2015,Ozone,51,51,
04/28/2015,Ozone,74,74,
04/29/2015,Ozone,51,51,
04/30/2015,Ozone,77,77,
05/01/2015,Ozone,112,112,
05/02/2015,Ozone,87,87,
05/03/2015,Ozone,84,84,
05/04/2015,Ozone,54,54,
05/05/2015,Ozone,61,61,
05/06/2015,Ozone,49,49,
05/07/2015,Ozone,43,43,
05/08/2015,Ozone,43,43,
05/09/2015,Ozone,48,48,
05/10/2015,Ozone,54,54,
05/11/2015,Ozone,50,50,
05/12/2015,Ozone,64,64,
05/13/2015,Ozone,64,64,
05/14/2015,Ozone,44,44,
05/15/2015,Ozone,54,54,
05/16/2015,Ozone,49,49,
05/17/2015,Ozone,46,46,
05/18/2015,Ozone,44,44,
05/19/2015,Ozone,50,50,
05/20/2015,Ozone,51,51,
05/21/2015,Ozone,44,44,
05/22/2015,Ozone,41,41,
05/23/2015,Ozone,45,45,
05/24/2015,Ozone,48,48,
05/25/2015,Ozone,49,49,
05/26/2015,Ozone,49,49,
05/27/2015,Ozone,67,67,
05/28/2015,Ozone,50,50,
05/29/2015,Ozone,71,71,
05/30/2015,Ozone,77,77,
05/31/2015,Ozone,67,67,
06/01/2015,Ozone,39,39,
06/02/2015,Ozone,42,42,
06/03/2015,Ozone,50,50,
06/04/2015,Ozone,50,50,
06/05/2015,Ozone,87,87,
06/06/2015,Ozone,77,77,
06/07/2015,Ozone,80,80,
06/08/2015,Ozone,101,101,
06/09/2015,Ozone,74,74,
06/10/2015,Ozone,48,48,
06/11/2015,Ozone,112,112,
06/12/2015,Ozone,126,126,
06/13/2015,Ozone,77,77,
06/14/2015,Ozone,84,84,
06/15/2015,Ozone,87,87,
06/16/2015,Ozone,100,100,
06/17/2015,Ozone,87,87,
06/18/2015,Ozone,84,84,
06/19/2015,Ozone,71,71,
06/20/2015,Ozone,71,71,
06/21/2015,Ozone,67,67,
06/22/2015,Ozone,67,67,
06/23/2015,Ozone,87,87,
06/24/2015,Ozone,67,67,
06/25/2015,Ozone,97,97,
06/26/2015,Ozone,122,122,
06/27/2015,Ozone,87,87,
06/28/2015,Ozone,43,43,
06/29/2015,Ozone,67,67,
06/30/2015,Ozone,119,119,
07/01/2015,Ozone,84,84,
07/02/2015,Ozone,67,67,
07/03/2015,Ozone,71,71,
07/04/2015,Ozone,64,64,
07/05/2015,Ozone,48,48,
07/06/2015,Ozone,44,44,
07/07/2015,Ozone,40,40,
07/08/2015,Ozone,40,40,
07/09/2015,Ozone,42,42,
07/10/2015,Ozone,41,41,
07/11/2015,Ozone,44,44,
07/12/2015,Ozone,46,46,
07/13/2015,Ozone,45,45,
07/14/2015,Ozone,49,49,
07/15/2015,Ozone,61,61,
07/16/2015,Ozone,93,93,
07/17/2015,Ozone,84,84,
07/18/2015,Ozone,54,54,
07/19/2015,Ozone,48,48,
07/20/2015,Ozone,44,44,
07/21/2015,Ozone,47,47,
07/22/2015,Ozone,46,46,
07/23/2015,Ozone,45,45,
07/24/2015,Ozone,44,44,
07/25/2015,Ozone,39,39,
07/26/2015,Ozone,45,45,
07/27/2015,Ozone,80,80,
07/28/2015,Ozone,90,90,
07/29/2015,Ozone,105,105,
07/30/2015,Ozone,115,115,
07/31/2015,Ozone,71,71,
08/01/2015,Ozone,45,45,
08/02/2015,Ozone,50,50,
08/03/2015,Ozone,49,49,
08/04/2015,Ozone,43,43,
08/05/2015,Ozone,45,45,
08/06/2015,Ozone,61,61,
08/07/2015,Ozone,51,51,
08/08/2015,Ozone,71,71,
08/09/2015,Ozone,61,61,
08/10/2015,Ozone,40,40,
08/11/2015,Ozone,41,41,
08/12/2015,Ozone,46,46,
08/13/2015,Ozone,58,58,
08/14/2015,Ozone,50,50,
08/15/2015,Ozone,67,67,
08/16/2015,Ozone,74,74,
08/17/2015,Ozone,122,122,
08/18/2015,Ozone,115,115,
08/19/2015,Ozone,97,97,
08/20/2015,Ozone,87,87,
08/21/2015,Ozone,87,87,
08/22/2015,Ozone,54,54,
08/23/2015,Ozone,61,61,
08/24/2015,Ozone,46,46,
08/25/2015,Ozone,45,45,
08/26/2015,Ozone,41,41,
08/27/2015,Ozone,38,38,
08/28/2015,Ozone,46,46,
08/29/2015,Ozone,28,28,
08/30/2015,Ozone,41,41,
08/31/2015,Ozone,48,48,
09/01/2015,Ozone,74,74,
09/02/2015,Ozone,54,54,
09/03/2015,Ozone,43,43,
09/04/2015,Ozone,47,47,
09/05/2015,Ozone,46,46,
09/06/2015,Ozone,54,54,
09/07/2015,Ozone,67,67,
09/08/2015,Ozone,67,67,
09/09/2015,Ozone,46,46,
09/10/2015,Ozone,100,100,
09/11/2015,Ozone,58,58,
09/12/2015,Ozone,39,39,
09/13/2015,Ozone,54,54,
09/14/2015,Ozone,44,44,
09/15/2015,Ozone,40,40,
09/16/2015,Ozone,43,43,
09/17/2015,Ozone,46,46,
09/18/2015,Ozone,50,50,
09/19/2015,Ozone,74,74,
09/20/2015,Ozone,54,54,
09/21/2015,Ozone,43,43,
09/22/2015,Ozone,45,45,
09/23/2015,Ozone,47,47,
09/24/2015,Ozone,61,61,
09/25/2015,Ozone,74,74,
09/26/2015,Ozone,44,44,
09/27/2015,Ozone,41,41,
09/28/2015,Ozone,45,45,
09/29/2015,Ozone,43,43,
09/30/2015,Ozone,37,37,
10/01/2015,Ozone,26,26,
10/02/2015,Ozone,44,44,
10/03/2015,Ozone,77,77,
10/04/2015,Ozone,43,43,
10/05/2015,Ozone,50,50,
10/06/2015,Ozone,61,61,
10/07/2015,Ozone,71,71,
10/08/2015,Ozone,84,84,
10/09/2015,Ozone,77,77,
10/10/2015,Ozone,112,112,
10/11/2015,Ozone,67,67,
10/12/2015,Ozone,64,64,
10/13/2015,Ozone,54,54,
10/14/2015,Ozone,90,90,
10/15/2015,Ozone,80,80,
10/16/2015,Ozone,49,49,
10/17/2015,Ozone,35,35,
10/18/2015,Ozone,34,34,
10/19/2015,Ozone,41,41,
10/20/2015,Ozone,39,39,
10/21/2015,Ozone,47,47,
10/22/2015,Ozone,50,50,
10/23/2015,Ozone,47,47,
10/24/2015,Ozone,46,46,
10/25/2015,Ozone,47,47,
10/26/2015,Ozone,44,44,
10/27/2015,Ozone,39,39,
10/28/2015,Ozone,36,36,
10/29/2015,Ozone,35,35,
10/30/2015,Ozone,43,43,
10/31/2015,Ozone,44,44,
11/01/2015,Ozone,39,39,
11/02/2015,Ozone,34,34,
11/03/2015,Ozone,28,28,
11/04/2015,Ozone,34,34,
11/05/2015,Ozone,33,33,
11/06/2015,Ozone,32,32,
11/07/2015,Ozone,36,36,
11/08/2015,Ozone,41,41,
11/09/2015,Ozone,32,32,
11/10/2015,Ozone,38,38,
11/11/2015,Ozone,32,32,
11/12/2015,Ozone,29,29,
11/13/2015,Ozone,31,31,
11/14/2015,Ozone,34,34,
11/15/2015,Ozone,34,34,
11/16/2015,Ozone,34,34,
11/17/2015,Ozone,30,30,
11/18/2015,Ozone,28,28,
11/19/2015,Ozone,29,29,
11/20/2015,Ozone,31,31,
11/21/2015,Ozone,32,32,
11/22/2015,Ozone,33,33,
11/23/2015,Ozone,36,36,
11/24/2015,Ozone,31,31,
11/25/2015,Ozone,30,30,
11/26/2015,Ozone,29,29,
11/27/2015,Ozone,28,28,
11/28/2015,Ozone,33,33,
11/29/2015,Ozone,32,32,
11/30/2015,Ozone,32,32,
12/01/2015,Ozone,31,31,
12/03/2015,Ozone,38,38,
12/04/2015,Ozone,31,31,
12/05/2015,Ozone,23,23,
12/06/2015,Ozone,34,34,
12/07/2015,Ozone,26,26,
12/08/2015,Ozone,24,24,
12/09/2015,Ozone,22,22,
12/10/2015,Ozone,31,31,
12/11/2015,Ozone,32,32,
12/12/2015,Ozone,28,28,
12/13/2015,Ozone,29,29,
12/14/2015,Ozone,29,29,
12/15/2015,Ozone,27,27,
12/16/2015,Ozone,29,29,
12/17/2015,Ozone,25,25,
12/18/2015,Ozone,26,26,
12/19/2015,Ozone,31,31,
12/20/2015,Ozone,29,29,
12/21/2015,Ozone,30,30,
12/22/2015,Ozone,31,31,
12/23/2015,Ozone,31,31,
12/24/2015,Ozone,25,25,
12/25/2015,Ozone,29,29,
12/26/2015,Ozone,29,29,
12/27/2015,Ozone,24,24,
12/28/2015,Ozone,28,28,
12/29/2015,Ozone,23,23,
12/30/2015,Ozone,25,25,
12/31/2015,Ozone,27,27,
